,unique_id,price,weight,process,grind_types,roast,blend,description,arabica_robusta,origin,weight(g),price_per_kg
635,https://www.coffeedesk.pl/product/17469/Caffe-Cannizzaro-Elite,89.9,1 kg,,espresso,dark,beans,"Elite to kawa ziarnista z włoskiej palarni Caffè Cannizzaro. To 100% mieszanka Arabik z Brazylii, Etiopii, Kolumbii, Gwatemali i Indii. Palona w ciemnym stopniu, sprawdzi się do ekspresów ciśnieniowych i kawiarek. Charakteryzuje się złożonym smakiem, pełną teksturą i przyjemną kwaskowatością, zostawiającą świeży smak na języku.",100% Arabica,None,1000.0,89.9
636,https://www.coffeedesk.pl/product/17471/Caffe-Cannizzaro-Extra-Bar,79.9,1 kg,,espresso,dark,beans,"Extra Bar to kawa ziarnista z włoskiej palarni Caffè Cannizzaro. To mieszanka 60% Arabiki i 40% Robusty z Brazylii, Etiopii, Ugandy, Indonezji i Indii. Palona w ciemnym stopniu, sprawdzi się do ekspresów ciśnieniowych i kawiarek. Charakteryzuje się kremową konsystencją, łagodną kwasowością i naturalną słodyczą.",60/40,None,1000.0,79.9
637,https://www.coffeedesk.pl/product/17470/Caffe-Cannizzaro-Super,85.9,1 kg,,espresso,dark,beans,"Super to kawa ziarnista z włoskiej palarni Caffè Cannizzaro. To mieszanka 75% Arabiki i 25% Robusty z Brazylii, Etiopii, Kolumbii, Kongo, Indonezji i Indii. Palona w ciemnym stopniu, sprawdzi się do ekspresów ciśnieniowych i kawiarek. Charakteryzuje się kremową konsystencją i delikatnym aromatem owoców tropikalnych i kwiatów. Słodka, o lekkiej kwasowości.",75/25,None,1000.0,85.9
638,https://www.coffeedesk.pl/product/17473/Caffe-Cannizzaro-Vigorosa,59.9,1 kg,,espresso,dark,beans,"Vigorosa to kawa ziarnista z włoskiej palarni Caffè Cannizzaro. To mieszanka 10% Arabiki i 90% Robusty z Wietnamu, Indii, Ugandy i Brazylii. Palona w ciemnym stopniu, sprawdzi się do ekspresów ciśnieniowych i kawiarek. Charakteryzuje się intensywnym smakem i aromatem, sprawdzi się doskonale do kaw mlecznych.",10/90,None,1000.0,59.9
640,https://www.coffeedesk.pl/product/17001/Caffenation-Brazil-Ian-Taquaral-Espresso,40.0,250 g,Natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalona w belgijskiej palarni Caffenation. Średnio palona, idealna pod espresso, sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W smaku wyczuwalna jest kwasowość żurawiny oraz słodycz czerwonego jabłka.",100% Arabica,Brazylia,250.0,160.0
641,https://www.coffeedesk.pl/product/16622/Caffenation-Colombia-Huila-Bomba-De-Fruta,52.0,250 g,Natural,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Kolumbii, wypalona w belgijskiej palarni Caffenation. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty żelków.",100% Arabica,Kolumbia,250.0,208.0
642,https://www.coffeedesk.pl/product/7759/Caffenation-Decaf-Colombia-Cauca-Caldono-Sugar-Cane-Kawa-Bezkofeinowa,36.5,250 g,Washed,Drip (Metody alternatywne),light,beans,"Bezkofeinowa kawa ziarnista jakości speciality pochodząca z Kolumbii, wypalona w belgijskiej palarni Caffenation. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. Słodka o czystym smaku i delikatnej owocowości.",100% Arabica,Kolumbia,250.0,146.0
645,https://www.coffeedesk.pl/product/17202/Caffenation-Peru-Cajamarca-Segundo-Estela-Vasquez-Natural-Macerated,55.0,250 g,Macerated Natural,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Peru, wypalana przez belgijską palarnię Caffenation. Jasno palona, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty jagód, kakao oraz suszonych daktyli, z lekką dozą nut fermentacji przypominających ocet balsamiczny.",100% Arabica,Peru,250.0,220.0
647,https://www.coffeedesk.pl/product/2579/Caffenation-Roast-Ed-250G,34.0,250 g,,espresso,medium,beans,"Blend kaw ziarnistych jakości speciality z belgijskiej palarni Caffenation, wypalany w średnim stopniu pod espresso.

Mieszanka składa się z ziaren arabik jakości speciality:
- Etiopia Sidamo GR2
- Brazylia Red Diamond Natural
- Gwatemala Huehuetenango
- Rwanda Nyakizu",100% Arabica,None,250.0,136.0
650,https://www.coffeedesk.pl/product/16779/Casino-Mocca-Colombia-De-Cana-Decaf-Kawa-Bezkofeinowa,45.0,200 g,,Drip (Metody alternatywne),light,beans,"Bezkofeinowa kawa ziarnista jakości speciality pochodząca z Kolumbii, wypalona w węgierskiej palarni Casino Mocca. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W jej smaku pojawiają się nuty skórki pomarańczy, toffi oraz orzecha nerkowca.",100% Arabica,Kolumbia,200.0,225.0
651,https://www.coffeedesk.pl/product/17455/Casino-Mocca-Colombia-La-Aldea,48.0,200 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Kolumbii, wypalona w węgierskiej palarni Casino Mocca. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W jej smaku pojawiają się nuty czerwonej porzeczki, pomidorów cherry oraz miętowej herbaty.",100% Arabica,Kolumbia,200.0,240.0
652,https://www.coffeedesk.pl/product/13235/Casino-Mocca-Indonesia-Kerinci,45.0,200 g,Natural,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Indonezji, wypalona w węgierskiej palarni Casino Mocca.  Jasno palona, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa oraz innych alternatywych metod parzenia. W smaku można wyczuć nuty fig, winogron oraz ciemnej czekolady.",100% Arabica,Indonezja,200.0,225.0
653,https://www.coffeedesk.pl/product/17458/Casino-Mocca-Peru-Cedros,42.0,200 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Peru, wypalona w węgierskiej palarni Casino Mocca. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W jej smaku pojawiają się nuty zielonego jabłka, karmelu oraz migdałów.",100% Arabica,Peru,200.0,210.0
654,https://www.coffeedesk.pl/product/17021/Casino-Mocca-Rwanda-Mahembe,45.0,200 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Rwandy, wypalona w węgierskiej palarni Casino Mocca. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W jej smaku pojawiają się nuty maliny, owoców dzikiej róży oraz cedru.",100% Arabica,Rwanda,200.0,225.0
655,https://www.coffeedesk.pl/product/17015/Cloud-Picker-Costa-Rica-San-Francisco,58.0,250 g,Natural,Drip (Metody alternatywne),light,capsules,"Kawa ziarnista jakości speciality pochodząca z Kostaryki, wypalona w irlandzkiej palarni Cloud Picker. Palona w jasnym stopniu, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty mango, rodzynek oraz pomarańczowego likieru.",100% Arabica,Kostaryka,250.0,232.0
656,https://www.coffeedesk.pl/product/17582/Cloud-Picker-Ethiopia-Arsosala,58.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Etiopii, wypalona w irlandzkiej palarni Cloud Picker. Palona w jasnym stopniu, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa oraz innych alternatywnych metod parzenia. W smaku mozna wyczuć nuty skórki pomarańczy, miodu oraz jaśminu.",100% Arabica,Etiopia,250.0,232.0
657,https://www.coffeedesk.pl/product/16006/Cloud-Picker-Guatemala-Mam,49.0,250 g,Washed,"drip, espresso",medium,beans,"Kawa ziarnista jakości speciality pochodząca z Gwatemali, wypalona w irlandzkiej palarni Cloud Picker. Palona w średnim stopniu, idealna do espresso, jak i do ekspresu przelewowego, dripa, Chemexa, AeroPressa oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty czekoladowych trufli, wiśni oraz orzechów laskowych.",100% Arabica,Gwatemala,250.0,196.0
658,https://www.coffeedesk.pl/product/17201/Coffee-Plant-Chiny-Yirong-Espresso,35.0,250 g,Washed,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Chin, wypalana w polskiej palarni COFFEE PLANT. Palona w średnim stopniu, sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W smaku wyczuwalne są nuty brązowego cukru, orzecha oraz jabłka.",100% Arabica,Chiny,250.0,140.0
659,https://www.coffeedesk.pl/product/17501/Coffee-Plant-Etiopia-Shantawene,59.0,250 g,Black Honey,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Etiopii, wypalana w polskiej palarni COFFEE PLANT. Jasno palona, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty czerwonej porzeczki, maliny, grejpfruta oraz jaśminu.",100% Arabica,Etiopia,250.0,236.0
660,https://www.coffeedesk.pl/product/17502/Coffee-Plant-Etiopia-Tabe-Burka,53.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Etiopii, wypalana w polskiej palarni COFFEE PLANT. Jasno palona, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty pomarańczy, kwiatów, wanilii oraz miodu.",100% Arabica,Etiopia,250.0,212.0
661,https://www.coffeedesk.pl/product/17197/Coffee-Plant-Kolumbia-Finca-La-Perla,55.0,250 g,Natural,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Kolumbii, wypalana w polskiej palarni COFFEE PLANT. Jasno palona, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty jagód, suszonych owoców, karmelu, czekolady, śliwek oraz winogron.",100% Arabica,Kolumbia,250.0,220.0
662,https://www.coffeedesk.pl/product/17498/Coffee-Plant-Kolumbia-Finca-San-Rafael-Espresso,32.0,250 g,Washed,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Kolumbii, wypalona w polskiej palarni COFFEE PLANT. Palona w średnim stopniu, sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W smaku wyczuwalne są nuty czekolady, migdałów, karmelu oraz orzecha włoskiego.",100% Arabica,Kolumbia,250.0,128.0
663,https://www.coffeedesk.pl/product/17499/Coffee-Plant-Kolumbia-Las-Flores,55.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Kolumbii, wypalana w polskiej palarni COFFEE PLANT. Jasno palona, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty jeżyn, wiśni, cytrusów oraz kwiatów.",100% Arabica,Kolumbia,250.0,220.0
664,https://www.coffeedesk.pl/product/16944/Coffeelab-Brazylia-Cemorrado-Chocolate-Edition,27.0,250 g,Natural,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalona w warszawskiej palarni Coffeelab. Palona w jasnym stopniu, sprawdzi się zarówno do ekspresu ciśnieniowego oraz kawiarki, jak i do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa i innych alternatywnych metod parzenia. W smaku pojawiają się nuty czekolady oraz nugatu.",100% Arabica,Brazylia,250.0,108.0
665,https://www.coffeedesk.pl/product/17188/Coffeelab-Brazylia-Cemorrado-Chocolate-Edition-Espresso-1Kg,102.0,1 kg,Natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalona w warszawskiej palarni Coffeelab. Palona w średnim stopniu, sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W smaku pojawiają się nuty czekolady oraz nugatu. Słodka, o pełnym body.",100% Arabica,Brazylia,1000.0,102.0
666,https://www.coffeedesk.pl/product/11879/Coffeelab-Brazylia-Cemorrado-Sweet-Edition-Espresso-1Kg,92.0,1 kg,Natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalona w z warszawskiej palarni Coffeelab. Palona w średnim stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W filiżance można oczekiwać gęstego body, długiej czekoladowej słodyczy, lekkich nut orzechów i pistacji.",100% Arabica,Brazylia,1000.0,92.0
667,https://www.coffeedesk.pl/product/15911/Coffeelab-Brazylia-Fazenda-Vale-De-Serra-Mokka-Espresso,27.0,250 g,Natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalana w warszawskiej palarni Coffeelab. Palona w średnim stopniu, sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W smaku wyczuwalne są nuty czekolady, orzechów laskowych oraz limonki.",100% Arabica,Brazylia,250.0,108.0
668,https://www.coffeedesk.pl/product/17190/Coffeelab-Brazylia-Fazenda-Vale-De-Serra-Mokka-Espresso-1Kg,109.0,1 kg,Natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalana w warszawskiej palarni Coffeelab. Palona w średnim stopniu, sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W smaku wyczuwalna jest słodycz orzecha laskowego i czekolady, przełamana delikatną nutą limonki.",100% Arabica,Brazylia,1000.0,109.0
669,https://www.coffeedesk.pl/product/14002/Coffeelab-Brazylia-Igarape-Rainforest-Espresso,25.0,250 g,Natural,espresso,medium,beans,,100% Arabica,Brazylia,250.0,100.0
670,https://www.coffeedesk.pl/product/17189/Coffeelab-Brazylia-Igarape-Rainforest-Espresso-1Kg,93.0,1 kg,Natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalana w warszawskiej palarni Coffeelab. Palona w średnim stopniu, sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W smaku przede wszystkim złożona słodycz - wyczuwalne są nuty mlecznej czekolady, orzechów oraz brązowego cukru.",100% Arabica,Brazylia,1000.0,93.0
671,https://www.coffeedesk.pl/product/2522/Coffeelab-Brazylia-Yellow-Bourbon-Fazenda-Rainha-Espresso,27.0,250 g,Pulped natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalona w z warszawskiej palarni Coffeelab. Palona w średnim stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. Kawa o pełnym body, o nutach brązowego cukru, gorzkiej czekolady i czerwonej pomarańczy.",100% Arabica,Brazylia,250.0,108.0
672,https://www.coffeedesk.pl/product/17191/Coffeelab-Brazylia-Yellow-Bourbon-Fazenda-Rainha-Espresso-1Kg,102.0,1 kg,Pulped natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Brazylii, wypalona w z warszawskiej palarni Coffeelab. Palona w średnim stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. Kawa o pełnym body, o nutach brązowego cukru, gorzkiej czekolady i czerwonej pomarańczy. Słodka i soczysta.",100% Arabica,Brazylia,1000.0,102.0
673,https://www.coffeedesk.pl/product/17349/Coffeelab-Chiny-Yirong-Yunnan,54.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Chin, wypalona w warszawskiej palarni Coffeelab. Palona w średnim stopniu, idealna zarówno do ekspresu ciśnieniowego i kawiarki, jak i do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty czarnej herbaty, jabłek oraz brązowego cukru.",100% Arabica,Chiny,250.0,216.0
674,https://www.coffeedesk.pl/product/17494/Coffeelab-Etiopia-Kochere-Banco-Gotete,50.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Etiopii, wypalona w warszawskiej palarni Coffeelab. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. Kawa o maślanym body, w jej smaku pojawiają się nuty lewandy, bergamotki oraz zielonego jabłka.",100% Arabica,Etiopia,250.0,200.0
675,https://www.coffeedesk.pl/product/17665/Coffeelab-Etiopia-Xaddicho-Berra,50.0,250 g,Natural,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Etiopii, wypalona w warszawskiej palarni Coffeelab. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. Kawa o maślanym body, w jej smaku pojawiają się nuty maliny, pomarańczy oraz syropu brzozowego.",100% Arabica,Etiopia,250.0,200.0
676,https://www.coffeedesk.pl/product/16844/Coffeelab-Gwatemala-El-Coyegual,50.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Gwatemali, wypalona w warszawskiej palarni Coffeelab. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty mlecznej czekolady, orzechów laskowych oraz brązowego cukru.",100% Arabica,Gwatemala,250.0,200.0
677,https://www.coffeedesk.pl/product/16404/Coffeelab-Indonezja-Bali-Pupuan,50.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Indonezji, wypalona w warszawskiej palarni Coffeelab. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty brązowego cukru oraz owoców pestkowych.",100% Arabica,Indonezja,250.0,200.0
678,https://www.coffeedesk.pl/product/17387/Coffeelab-Kenia-Kabare-Konyu,54.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Kenii, wypalona w warszawskiej palarni Coffeelab. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty jagody, mandarynki oraz brązowego cukru.",100% Arabica,Kenia,250.0,216.0
679,https://www.coffeedesk.pl/product/17664/Coffeelab-Kostaryka-Santa-Rosa-Espresso-500G,90.0,500 g,Honey,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Kostaryki, wypalana w warszawskiej palarni Coffeelab. Palona w średnim stopniu, sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W smaku wyczuwalne są nuty miodu, czarnej wiśni oraz karmelu.",100% Arabica,Kostaryka,500.0,180.0
680,https://www.coffeedesk.pl/product/17666/Coffeelab-Myanmar-Ywangan,54.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Mjanmy, wypalona w warszawskiej palarni Coffeelab. Palona w średnim stopniu, idealna zarówno do ekspresu ciśnieniowego i kawiarki, jak i do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty orzechów laskowych, ziół oraz suszonej moreli.",100% Arabica,Mjanma,250.0,216.0
685,https://www.coffeedesk.pl/product/13625/Diemme-Caffe-Miscela-Aromatica-200G,25.0,200 g,,espresso,dark,beans,"Aromatica to mieszanka arabiki i robusty dla miłośników wyraźnych smaków. Pełne body, wysoka kremowość, długo utrzymujący się, przyjemny posmak i delikatne nuty suszonych owoców i przypraw - to znajdziesz w filiżance. Świetnie sprawdzi się zarówno w przypadku kaw czarnych, jak i tych z dodatkiem mleka.",75/25,None,200.0,125.0
686,https://www.coffeedesk.pl/product/16337/Dobra-Palarnia-Kawy-Bardzo-Espresso-Blend-250G,32.0,250 g,,espresso,medium,beans,"Blend ziaren z Brazylii oraz Gwatemali, wypalony przez krakowską palarnię Dobra Palarnia Kawy. Kawa palona w średnim stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W jej smaku możesz się spodziewać nut migdałów oraz czekolady.",100% Arabica,"Brazylia, Gwatemala",250.0,128.0
687,https://www.coffeedesk.pl/product/15619/Dobra-Palarnia-Kawy-Brazylia-Omniroast,28.0,250 g,Natural,"drip, espresso",medium,beans,"Kawa ziarnista speciality z Brazylii, wypalony przez krakowską palarnię Dobra Palarnia Kawy. Palona w średnim stopniu, przeznaczona zarówno do espresso, jak i do przelewowych metod parzenia. W jej smaku możesz się spodziewać nut marcepanu, wanilii i aronii.",100% Arabica,Brazylia,250.0,112.0
688,https://www.coffeedesk.pl/product/17452/Dobra-Palarnia-Kawy-Czesto-Espresso-Blend-1Kg,109.0,1 kg,,espresso,medium,beans,"Blend ziaren z Brazylii oraz Hondurasu, wypalony przez krakowską palarnię Dobra Palarnia Kawy. Kawa palona w średnim stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W jej smaku możesz się spodziewać nut jabłek, kakao i prażonych orzechów.",100% Arabica,"Brazylia, Honduras",1000.0,109.0
689,https://www.coffeedesk.pl/product/16338/Dobra-Palarnia-Kawy-Czesto-Espresso-Blend-250G,30.0,250 g,,espresso,medium,beans,"Blend ziaren z Brazylii oraz Hondurasu, wypalony przez krakowską palarnię Dobra Palarnia Kawy. Kawa palona w średnim stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W jej smaku możesz się spodziewać nut jabłek, kakao i prażonych orzechów.",100% Arabica,"Brazylia, Honduras",250.0,120.0
690,https://www.coffeedesk.pl/product/15620/Dobra-Palarnia-Kawy-Gwatemala-Ciemniej-Palona-Espresso,34.0,250 g,Washed,espresso,dark,beans,"Kawa ziarnista speciality z Gwatemali, wypalona przez krakowską palarnię Dobra Palarnia Kawy. Palona w ciemnym stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W jej smaku możesz się spodziewać nut czekolady, kandyzowanej pomarańczy oraz orzechów.",100% Arabica,Gwatemala,250.0,136.0
691,https://www.coffeedesk.pl/product/12266/Dobra-Palarnia-Kawy-Gwatemala-Huehuetenango,35.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Gwatemali, wypalona w krakowskiej Dobrej Palarni Kawy. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są owocowe nuty czerwonego grejpfruta, wraz ze słodyczą nugatu oraz czekolady.",100% Arabica,Gwatemala,250.0,140.0
692,https://www.coffeedesk.pl/product/17277/Dobra-Palarnia-Kawy-Kolumbia-Sierra-Nevada,40.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Kolumbii, wypalona w krakowskiej Dobrej Palarni Kawy. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są owocowe nuty jabłka i moreli, wraz ze słodyczą cukru trzcinowego.",100% Arabica,Kolumbia,250.0,160.0
693,https://www.coffeedesk.pl/product/16339/Dobra-Palarnia-Kawy-Kostaryka-Finca-Los-Hermanos,55.0,250 g,Red Honey,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Kostaryki, wypalona w krakowskiej Dobrej Palarni Kawy. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są owocowe nuty jabłka i brzoskwini oraz czarnej herbaty.",100% Arabica,Kostaryka,250.0,220.0
694,https://www.coffeedesk.pl/product/16817/Dobra-Palarnia-Kawy-Rwanda-Abakundakawa,51.0,250 g,Washed,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Rwandy, wypalona w krakowskiej Dobrej Palarni Kawy. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty kruszonki, czarnej herbaty oraz daktyli.",100% Arabica,Rwanda,250.0,204.0
695,https://www.coffeedesk.pl/product/16816/Dobra-Palarnia-Kawy-Rwanda-Fugi-Inatago-Natural-60H,70.0,250 g,Natural,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality pochodząca z Rwandy, wypalona w krakowskiej Dobrej Palarni Kawy. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa, oraz innych alternatywnych metod parzenia. W smaku wyczuwalne są nuty delicji, wiśni, jeżyn, pomelo oraz fig.",100% Arabica,Rwanda,250.0,280.0
696,https://www.coffeedesk.pl/product/13484/Dobra-Palarnia-Kawy-Uganda-Mwezi,35.0,250 g,Natural,espresso,medium,beans,"Kawa ziarnista jakości speciality pochodząca z Ugandy, wypalona w krakowskiej Dobrej Palarni Kawy. Palona średnio, idealna do ekspresu ciśnieniowego i kawiarki. W smaku wyczuwalne są słodkie nuty śliwki, kakao, truskawki oraz winogrona.",100% Arabica,Uganda,250.0,140.0
697,https://www.coffeedesk.pl/product/17454/Dobra-Palarnia-Kawy-Zawsze-Espresso-Blend-1Kg,110.0,1 kg,,espresso,medium,beans,"Blend ziaren z Brazylii oraz Ugandy, wypalony przez krakowską palarnię Dobra Palarnia Kawy. Palona w średnim stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W jej smaku możesz się spodziewać nut marcepanu, śliwki i ciemnej czekolady.",100% Arabica,"Brazylia, Uganda",1000.0,110.0
698,https://www.coffeedesk.pl/product/15618/Dobra-Palarnia-Kawy-Zawsze-Espresso-Blend-250G,30.0,250 g,Natural,espresso,medium,beans,"Blend ziaren z Brazylii oraz Ugandy, wypalony przez krakowską palarnię Dobra Palarnia Kawy. Palona w średnim stopniu, przeznaczona do espresso - sprawdzi się w ekspresach ciśnieniowych i kawiarkach. W jej smaku możesz się spodziewać nut marcepanu, śliwki i ciemnej czekolady.",100% Arabica,"Brazylia, Uganda",250.0,120.0
699,https://www.coffeedesk.pl/product/15654/Dutch-Barista-Brazil-Bota-Fora,30.0,250 g,Honey,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality z Brazylii, wypalona w holenderskiej palarni Dutch Barista. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. W jej smaku pojawiają się nuty karmelu, śmietanki i wanilii.",100% Arabica,Brazylia,250.0,120.0
700,https://www.coffeedesk.pl/product/8716/Dutch-Barista-Brazil-Carmo-De-Minas-Filter,30.0,250 g,Pulped natural,Drip (Metody alternatywne),light,beans,"Kawa ziarnista jakości speciality z Brazylii, wypalona w holenderskiej palarni Dutch Barista. Palona jasno, idealna do ekspresu przelewowego, dripa, Chemexa, AeroPressa, French Pressa oraz innych alternatywnych metod parzenia. Kawa o naturalnych nutach owoców pestkowych, żółtych jabłek, cynamonu i orzechów laskowych.",100% Arabica,Brazylia,250.0,120.0
